3,"c' un bambino in terapia intensiva a causa di febbre e convulsioni dopo il vaccino mprv ma nessuno ne parla. come mai? #vaccini link"
3,"user bene, si vaccini pure col nuovo vaccino a rna inattivato (per non parlare  di altra schifezza che c'è  dentro) non sperimentato a sufficienza per cui le cavie saremo noi.  voi non potete  obbligare nessuno!  trattato  di oviedo."
2,"sfida usa-germania sul vaccino e altre notizie interessanti link link"
3,"associazione corvelva - vaccino merck, il caso degli informatori verso una risoluzione link"
1,"ai complottisti, ai #novax, a chi “ è colpa di #bigpharma “ etc etc............ ma andate a cacare.
#tocilizumab #13marzo #coronavirus #covid_19 #spallanzani"
2,"coronavirus: statunitense pfizer e tedesca biontech testano su umani vaccino sperimentale | agenzia nova link"
1,"«coronavirus fasullo», denunciato il guru dei no vax stefano montanari - vicenzapiù link"
3,"fate presto.????ebola prossima epidemia. ne sono certo, hanno predisposto i pezzi sulla scacchiera ?: immigrazione africana incontrollata, epidemie mediatiche di ebola in africa fermate con vaccino, vaccino pronto in milioni di dosi, europa al centro dellepidemia.???? link"
1,"user user gentile elisa, da medico con 30anni di esperienza ospedaliera alle spalle ti dico: non ti far coinvolgere in questa campagna anti vaccinazione. tra qualche anno ti potresti accorgere di esserti sbagliata. (continua)"
3,"500 testimonianze di danno da vaccino... ""il danno nascosto"" #vaccini #stragedistato link"
2,"user_maggiore si si! ma pure se hai un negozio tuo, fra i documenti devi avere il certificato del vaccino."
2,"covid-19, patto commissione ue-produttori per vaccino  link"
1,"ricerca alzheimer: vaccino efficace nelle cavie. entro due anni sperimentazione umana link"
1,"user user invece andare avanti senza vaccino è diverso. spiegami?"
1,"scusate ma se io tra i congiunti ho chi non si farà vaccinare (quando ci sarà un vaccino) finché uno dei suoi in famiglia non contrarrà il #covid19 sono autorizzato a considerare più congiunti di lui la mia ragazza e i genitori vero?"
2,"""vaccino, il virus in gran bretagna sta scomparendo: mancano malati per test"" - link link"
3,"avete capito? non raccolgono dati perch gi lo sanno, il #vaccino pu causare #autismo. si affidano a chi si prostituisce alla pseudo #scienzah link"
2,"x dare avvio agli anticorpi di fare il proprio lavoro ...vaccino per il covid-19 sintetizzato a pomezia, verrà sperimentato in uk link"
3,"studio della durata di 40 anni: scopre che in guinea-bissau un primo vaccino per il morbillo non proteggeva dal morbillo, ma riduceva di la mortalit infantile. nel 1989 #oms decide di cambiare vaccino, questo protegge dal morbillo, ma aumenta la mortalit link"
1,"user user user ma quale complotto mondiale? ma le hai viste le coperture? i dati, non le chiacchiere dei giornali. i no-vax sono un fenomeno esistente giusto sui media e gonfiatissimo cionondimeno è stato cavalcato per introdurre un nuovo concetto di libertà che per ora non fa paura. per ora..."
3,"per chi ancora non l'avesse capito.  l'obiettivo delle case farmaceutiche  quello di entrare nel mercato delle persone sane.  le persone sane sono tutti gli abitanti della terra, 7 miliardi di potenziali clienti, le persone malate solo una microscopica percentuale di essi. link"
1,"coronavirus, un vaccino tradizionale funziona sugli animali link"
2,"#coronavirus, 
l'infettivologo pierluigi viale in diretta a #mattino5: 
""la malattia ha due fasi""
ma quali sono le novità sui farmaci e per il vaccino? link"
1,"user user ah giusto. voi siete quelli che si prendono super sul serio e che poi si alleano con i novax. però in giacca e cravatta."
3,"user user in prima linea di che? di spendere miliardi da dare alle case farmaceutiche per un vaccino vje non servirà a niente? invece di buttar via soldi sul nulla li distribuisca agli italiani bisognosi"
3,"nessuno ha mai trovato un vaccino per l hiv     diamo.soldi a palate a ricercatori ma mai visto vaccini"
3,"user user finalmente qualcuno ha capito e ti dirò di più, quando avverrà il g20 a breve, come d'incanto arriverà il vaccino."
1,"user eh, sarebbe bello. purtroppo prima che il vaccino diventi disponibile fanno in tempo a fare ammalare troppa gente"
1,"link ricerca. manfredi: italia all'avanguardia anche su vaccino anti-covid - link"
3,"user user no...il vaccino contro la tbc non è obbligatorio per nessuno in italia, tra l'altro è un vaccino particolarmente insidioso."
2,"come si distribuiranno le dosi del vaccino anti coronavirus? -  #distribuiranno #vaccino #coronavirus? link"
3,"user qto è l'obj
gates e rockefeller hanno investito su id2020, un microchip sottopelle per le vaccinazioni digitali. la crisi da coronavirus è perfetta per obbligarci a usare id2020. indosseremo il marchio della bestia.
link"
3,"user user fallo ai tuoi cari il vaccino traditore della patria. ti auguro di pagare tutto questo al più presto."
1,"domando per un amico: ma i #novax dove sono finiti ?"
1,"user_morena user i #novax hanno rotto i c......"
1,"user che poi adesso fanno il delizioso esercizio retorico “i novax non sono contro i vaccini ma contro l’obbligo”.

c’è nessuno che “non è contro le cinture di sicurezza, ma contro l’obbligo delle cinture?” qui che ci vuole spiegare nel concreto la differenza?"
3,"ma guarda a volte il caso, sui media non si fa altro che parlare di #coronavirus e, taaaaaaac, subito ci si mette al lavoro per un vaccino apposito.  ma guarda a volte le coincidenze. link"
